일련번호,인명피해수,재산피해금액,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시군구명,읍면동명,시설장소소분류명,화재유형명,발화지점,발화원인,발화요인대분류명,전체인력수합계,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
60,0,0,홍천소방서,홍천119안전센터,화촌119지역대,20120530,51200,20120530,51203,20120530,51313,20120530,52130,20120530,110844,20120530,110844,817,54714,35,35,10,홍천군,화촌면,국유림,임야,산정상,기타,자연적인요인,93,9,흐림,15,84,,4,
61,0,0,홍천소방서,홍천119안전센터,동면119지역대,20120530,75700,20120530,75750,20120530,75822,20120530,81403,20120530,100000,20120530,103200,1541,21757,8,8,4,홍천군,동면,국유림,임야,산정상,기타,자연적인요인,51,4,비,15,87,,4,
62,0,0,춘천소방서,양구119안전센터,,20120530,91000,20120530,91006,20120530,91137,20120530,92527,20120530,93937,20120530,94419,1350,1852,60,10,25,양구군,양구읍,사유림,임야,산중턱,기타,자연적인요인,27,2,비,17,78,45,4,
63,0,0,고성소방서,동광119안전센터,,20120531,144200,20120531,144238,20120531,144350,20120531,144650,20120531,24650,20120531,144650,300,0,10,2,0,고성군,토성면,사유림,임야,평지,논/밭두렁,부주의,14,5,비,19,69,90,8,
64,0,0,춘천소방서,양구119안전센터,남면119지역대,20120602,174900,20120602,174907,20120602,175028,20120602,180528,20120602,65028,20120602,203028,1500,22500,53,13,7,양구군,남면,국유림,임야,산정상,미상,미상,72,4,맑음,17,76,180,4,
65,0,0,영월소방서,주천119안전센터,,20120608,151500,20120608,151544,20120608,151657,20120608,160629,20120608,45739,20120608,165739,4932,5110,42,15,0,영월군,수주면,사유림,임야,산중턱,기타,자연적인요인,23,6,소나기,23,60,135,4,
66,0,0,춘천소방서,화천119안전센터,,20120614,135800,20120614,135858,20120614,135900,20120614,142050,20120614,24050,20120614,145050,2150,3000,56,11,24,화천군,화천읍,국유림,임야,산정상,미상,미상,40,1,맑음,20,63,0,8,
67,0,82,춘천소방서,후평119안전센터,,20120614,213100,20120614,213143,20120614,214431,20120614,215131,20120614,103031,20120614,232031,700,12900,5,5,0,춘천시,동면,사유림,임야,산정상,담뱃불,부주의,196,11,구름많음,19,68,270,4,
68,0,1445,춘천소방서,강촌119안전센터,,20120619,111700,20120619,111703,20120619,111914,20120619,115314,20120619,120514,20120619,122014,3400,2700,30,30,0,춘천시,남면,사유림,임야,산중턱,담뱃불,부주의,181,13,맑음,29,37,45,4,
69,0,0,평창소방서,평창119안전센터,,20120620,132400,20120620,132417,20120620,132518,20120620,133835,20120620,20727,20120620,140731,1317,2856,21,21,5,평창군,대화면,사유림,임야,산아래,쓰레기소각장,부주의,88,5,비,22,69,0,8,
70,0,710,홍천소방서,홍천119안전센터,북방119지역대,20120621,135200,20120621,135204,20120621,135252,20120621,140320,20120621,33200,20120621,192000,1028,51640,17,17,4,홍천군,북방면,사유림,임야,산정상,담뱃불,부주의,55,10,맑음,20,82,90,4,
71,0,0,횡성소방서,횡성119안전센터,,20120622,122400,20120622,122438,20120622,122826,20120622,124024,20120622,25556,20120622,145557,1158,21533,15,15,9,횡성군,서원면,사유림,임야,산정상,기타,부주의,95,16,구름많음,27,57,225,4,
72,0,0,춘천소방서,후평119안전센터,,20120626,115600,20120626,115654,20120626,120145,20120626,123000,20120626,10929,20120626,130929,2815,3929,20,20,0,춘천시,서면,사유림,임야,산중턱,미상,미상,84,8,맑음,25,48,90,4,
73,0,0,원주소방서,문막119안전센터,부론119지역대,20120629,54100,20120629,54112,20120629,54241,20120629,63707,20120629,80910,20120629,804556,5426,20849,30,12,7,원주시,부론면,사유림,임야,산정상,담뱃불,부주의,98,8,맑음,23,50,180,4,
74,0,0,정선소방서,사북119안전센터,남면119지역대,20120808,225000,20120808,225056,20120808,225227,20120808,230100,20120809,123008,20120809,13008,833,22908,23,20,6,정선군,남면,공유림,임야,산중턱,미상,미상,66,7,구름조금,20,97,0,4,
75,0,0,속초소방서,설악119안전센터,,20121014,142800,20121014,142801,20121014,142855,20121014,144234,20121014,30512,20121014,153012,1339,4738,9,3,0,속초시,설악동,국유림,임야,산중턱,담뱃불,부주의,50,8,맑음,20,51,315,4,
76,0,0,원주소방서,문막119안전센터,,20121021,130000,20121021,130041,20121021,130147,20121021,134212,20121021,23441,20121021,151317,4025,13105,17,8,0,원주시,문막읍,사유림,임야,산정상,미상,미상,28,10,맑음,21,52,180,4,
77,0,51,고성소방서,동광119안전센터,,20121024,155000,20121024,155039,20121024,155109,20121024,155609,20121024,40900,20121024,162400,500,2751,26,2,0,고성군,죽왕면,사유림,임야,산정상,담뱃불,부주의,54,12,구름많음,13,60,225,4,
78,0,0,평창소방서,진부119안전센터,,20121102,140700,20121102,140734,20121102,140754,20121102,153512,20121102,35210,20121102,155950,2718,2438,56,8,0,평창군,진부면,국유림,임야,산정상,미상,미상,36,3,맑음,3,71,270,4,
79,0,0,춘천소방서,후평119안전센터,,20121127,121600,20121127,121613,20121127,121759,20121127,122559,20121127,125959,20121127,125959,800,3400,8,8,0,춘천시,신동,공유림,임야,산정상,담뱃불,부주의,33,6,맑음,5,19,225,4,
80,0,0,삼척소방서,원덕119안전센터,가곡119지역대,20121226,122100,20121226,122103,20121226,122220,20121226,123520,20121226,30020,20121226,151020,1300,23500,59,23,4,삼척시,가곡면,사유림,임야,산아래,기타,부주의,385,29,맑음,-8,42,45,4,
81,0,0,원주소방서,학성119안전센터,,20121227,131400,20121227,131401,20121227,131450,20121227,132249,20121227,12624,20121227,132624,759,335,5,3,0,원주시,태장동,사유림,임야,산아래,기타,부주의,9,4,맑음,1,29,180,4,
1,0,0,동해소방서,북삼119안전센터,,20130104,173500,20130104,173504,20130104,173659,20130104,174059,20130104,55059,20130104,180659,400,2600,7,2,0,동해시,동회동,사유림,임야,산중턱,담뱃불,부주의,38,15,맑음,-1,33,270,4,건조주의보
2,0,0,강릉소방서,내곡119안전센터,,20130109,30000,20130109,30020,20130109,30130,20130109,31001,20130109,40700,20130109,43300,831,12259,9,7,0,강릉시,강동면,국유림,임야,산아래,미상,미상,40,11,맑음,-7,44,270,4,
3,0,0,강릉소방서,유천119안전센터,,20130109,30000,20130109,30020,20130109,30125,20130109,31001,20130109,32000,20130109,32600,836,1559,6,6,0,강릉시,강동면,국유림,임야,평지,미상,미상,40,11,맑음,-7,44,270,4,
4,0,24,강릉소방서,경포119안전센터,,20130110,215400,20130110,215409,20130110,215701,20130110,220300,20130110,102333,20130110,223911,559,3611,6,5,0,강릉시,난곡동,공유림,임야,산아래,미상,미상,56,8,맑음,-4,27,225,4,
5,0,0,양양소방서,양양119안전센터,,20130112,164600,20130112,164650,20130112,164810,20130112,170002,20130112,53556,20130112,173556,1152,3554,12,8,0,양양군,강현면,사유림,임야,산아래,쓰레기소각장,부주의,268,14,흐림,5,49,225,4,
6,0,0,양양소방서,양양119안전센터,,20130115,82100,20130115,82157,20130115,82241,20130115,83341,20130115,84941,20130115,85141,1100,1800,18,3,0,양양군,양양읍,사유림,임야,산아래,논/밭두렁,부주의,54,10,구름많음,2,41,270,4,
7,0,0,삼척소방서,원덕119안전센터,,20130228,120900,20130228,120911,20130228,120948,20130228,121358,20130228,124458,20130228,131458,410,10100,37,2,0,삼척시,원덕읍,공유림,임야,산아래,논/밭두렁,부주의,242,15,구름많음,10,41,225,4,
8,0,0,속초소방서,노학119안전센터,,20130303,115400,20130303,115438,20130303,115635,20130303,120035,20130303,120335,20130303,120335,400,300,3,3,0,속초시,노학동,공유림,임야,평지,담뱃불,부주의,21,7,맑음,7,34,315,4,
9,0,457,삼척소방서,근덕119안전센터,,20130304,122100,20130304,122112,20130304,122202,20130304,122802,20130304,11402,20130304,132002,600,5200,16,6,0,삼척시,근덕면,사유림,임야,산아래,논/밭두렁,부주의,170,16,맑음,5,38,0,4,
10,0,0,춘천소방서,강촌119안전센터,,20130306,150800,20130306,150855,20130306,150858,20130306,152058,20130306,35058,20130306,161058,1200,5000,29,15,0,춘천시,남산면,사유림,임야,산아래,논/밭두렁,부주의,118,13,맑음,11,54,135,4,
11,0,0,삼척소방서,원덕119안전센터,,20130308,11000,20130308,11034,20130308,11249,20130308,11849,20130308,13549,20130308,15549,600,3700,48,5,0,삼척시,원덕읍,사유림,임야,산정상,취사행위,부주의,23,6,구름많음,11,42,225,,
12,0,457,양양소방서,하조대119안전센터,,20130308,121200,20130308,121241,20130308,121346,20130308,122342,20130308,125229,20130308,134000,956,11618,50,13,0,양양군,현남면,사유림,임야,산아래,쓰레기소각장,부주의,721,21,맑음,14,35,270,8,건조주의보
13,0,0,춘천소방서,후평119안전센터,,20130309,131000,20130309,131013,20130309,131132,20130309,134332,20130309,22632,20130309,142632,3200,4300,30,30,0,춘천시,북산면,사유림,임야,산아래,쓰레기소각장,부주의,75,7,맑음,21,26,225,4,
14,0,0,춘천소방서,석사119안전센터,,20130309,162400,20130309,162432,20130309,162500,20130309,163500,20130309,50500,20130309,170500,1000,3000,8,5,0,춘천시,신동면,사유림,임야,산아래,쓰레기소각장,부주의,75,4,맑음,18,25,225,4,
15,0,0,강릉소방서,옥계119안전센터,,20130309,170300,20130309,170306,20130309,170427,20130309,171231,20130309,51453,20130309,171702,804,431,7,7,0,강릉시,강동면,사유림,임야,산아래,입산자실화,부주의,32,5,흐림,7,77,45,4,건조주의보
16,0,0,평창소방서,평창119안전센터,,20130310,132900,20130310,132922,20130310,133039,20130310,134905,20130310,15425,20130310,135555,1826,650,14,14,0,평창군,평창읍,사유림,임야,산아래,쓰레기소각장,부주의,84,14,맑음,8,21,315,4,
17,0,1,춘천소방서,양구119안전센터,,20130311,124400,20130311,124436,20130311,124551,20130311,125851,20130311,11351,20130311,132451,1300,2600,57,13,23,양구군,양구읍,사유림,임야,산아래,논/밭두렁,부주의,95,5,맑음,8,44,225,4,
18,0,2889,양양소방서,양양119안전센터,,20130316,105800,20130316,105807,20130316,105911,20130316,111911,20130316,114511,20130316,123011,2000,11100,15,9,0,양양군,강현면,사유림,임야,산아래,논/밭두렁,부주의,181,24,맑음,13,31,90,,
19,0,0,철원소방서,동송119안전센터,,20130316,130000,20130316,130000,20130316,130000,20130316,130500,20130316,10718,20130316,130718,500,218,15,7,0,철원군,동송읍,사유림,임야,산아래,입산자실화,부주의,7,2,맑음,13,31,90,,
20,0,1320,원주소방서,문막119안전센터,지정119지역대,20130323,143100,20130323,143145,20130323,143235,20130323,144404,20130323,25502,20130323,152710,1129,4306,21,8,8,원주시,지정면,사유림,임야,산중턱,미상,미상,73,6,맑음,7,56,180,4,
21,0,156231,춘천소방서,강촌119안전센터,,20130327,143500,20130327,143535,20130327,143651,20130327,144335,20130327,32024,20130327,170045,644,21710,20,7,0,춘천시,남산면,사유림,임야,산아래,기타,부주의,91,13,맑음,15,13,225,4,
22,0,4765,홍천소방서,홍천119안전센터,,20130327,155400,20130327,155400,20130327,155548,20130327,160033,20130327,42442,20130327,164032,445,3959,3,3,0,홍천군,홍천읍,사유림,임야,산아래,담뱃불,부주의,206,17,맑음,17,14,225,4,
23,0,0,태백소방서,철암119안전센터,,20130327,202600,20130327,202626,20130327,202726,20130327,203005,20130327,83236,20130327,204512,239,1507,10,1,0,태백시,철암동,사유림,임야,산아래,미상,방화의심,12,6,맑음,8,46,270,4,
24,0,0,강릉소방서,유천119안전센터,,20130328,21200,20130328,21253,20130328,21355,20130328,21859,20130328,23000,20130328,23928,504,2029,2,2,0,강릉시,교동,국유림,임야,산중턱,기타,방화,22,9,맑음,4,37,225,4,
25,0,0,태백소방서,철암119안전센터,,20130328,201700,20130328,201724,20130328,201750,20130328,202011,20130328,82546,20130328,202726,221,715,10,1,0,태백시,철암동,사유림,임야,산아래,기타,방화의심,12,6,맑음,6,57,180,4,
26,0,0,춘천소방서,후평119안전센터,,20130401,142000,20130401,142024,20130401,142151,20130401,143218,20130401,24030,20130401,144030,1027,812,5,5,0,춘천시,동면,사유림,임야,미상,미상,미상,46,7,구름많음,15,19,180,4,
27,0,0,강릉소방서,포남119안전센터,,20130413,121400,20130413,121400,20130413,121520,20130413,121850,20130413,122820,20130413,123200,330,1310,2,1,0,강릉시,포남동,공유림,임야,산아래,기타,부주의,25,7,맑음,19,15,225,17,강풍주의보
28,0,0,고성소방서,거진119안전센터,현내119지역대,20130413,144000,20130413,144053,20130413,144221,20130413,152627,20130413,32700,20130416,182000,4406,25333,68,30,20,고성군,현내면,공유림,임야,산중턱,미상,미상,480,73,맑음,9,32,315,8,건조주의보
29,0,0,춘천소방서,석사119안전센터,,20130416,203600,20130416,203619,20130416,204044,20130416,210044,20130416,91544,20130416,211544,2000,1500,25,20,0,춘천시,동산면,사유림,임야,산아래,미상,미상,14,4,맑음,16,74,225,4,
30,0,1445,홍천소방서,양덕원119안전센터,서면119지역대,20130418,184800,20130418,184800,20130418,185109,20130418,191940,20130419,61000,20130419,65000,2831,113020,33,25,7,홍천군,서면,공유림,임야,산정상,입산자실화,부주의,145,10,맑음,3,76,0,4,
31,0,0,춘천소방서,사내119안전센터,,20130419,103200,20130419,103239,20130419,103405,20130419,104915,20130419,123812,20130419,160022,1510,51107,55,13,0,화천군,사내면,국유림,임야,산아래,기타,기타,295,9,구름많음,8,59,90,4,
32,0,0,홍천소방서,양덕원119안전센터,,20130419,110700,20130419,110705,20130419,110741,20130419,111143,20130419,114406,20130419,115048,402,3905,18,2,0,홍천군,남면,사유림,임야,산아래,기타,기타,88,8,맑음,11,18,0,4,
33,0,0,강릉소방서,경포119안전센터,,20130422,195600,20130422,195630,20130422,200024,20130422,200914,20130422,81401,20130422,202105,850,1151,8,5,0,강릉시,지변동,사유림,임야,산정상,담뱃불,부주의,36,8,구름조금,17,23,225,4,
34,0,580,양양소방서,하조대119안전센터,,20130427,114700,20130427,114749,20130427,114941,20130427,115840,20130427,123331,20130427,133000,859,13120,36,5,0,양양군,현남면,사유림,임야,산중턱,미상,미상,154,10,맑음,16,54,90,4,
35,0,0,고성소방서,간성119안전센터,,20130429,153200,20130429,153259,20130429,153305,20130429,155805,20130429,42005,20130429,164205,2500,4400,30,10,0,고성군,간성읍,사유림,임야,산중턱,미상,미상,70,12,맑음,17,43,225,8,
36,0,3752,삼척소방서,도계119안전센터,하장119지역대,20130430,115900,20130430,115942,20130430,120100,20130430,120400,20130430,14000,20130430,151200,300,30800,18,18,3,삼척시,신기면,사유림,임야,산중턱,입산자실화,부주의,94,26,맑음,23,53,45,4,
37,0,0,홍천소방서,홍천119안전센터,,20130504,125000,20130504,125032,20130504,125224,20130504,130221,20130504,10500,20130504,131000,957,739,4,4,0,홍천군,홍천읍,사유림,임야,산아래,입산자실화,부주의,93,12,맑음,18,39,315,4,
38,0,0,평창소방서,진부119안전센터,,20130504,143300,20130504,143344,20130504,143500,20130504,144400,20130504,25500,20130504,150300,900,1900,47,8,0,평창군,진부면,사유림,임야,산아래,미상,미상,25,7,맑음,15,36,270,8,
39,0,0,춘천소방서,후평119안전센터,,20130506,12700,20130506,12734,20130506,22254,20130506,23054,20130506,35054,20130506,35054,800,12000,6,6,0,춘천시,동면,사유림,임야,산아래,미상,미상,49,3,맑음,8,78,0,4,
40,0,0,춘천소방서,후평119안전센터,,20130506,144900,20130506,144957,20130506,145044,20130506,145730,20130506,32433,20130506,152433,646,2703,6,6,0,춘천시,동면,사유림,임야,산아래,입산자실화,기타,98,20,맑음,24,30,225,4,
