일련번호,인명피해수,재산피해금액,소방서명,서센터명,소방지역대명,화재발생일자,화재발생시간,접수일자,접수시각,출동일자,출동시각,현장도착일자,현장도착시각,초진일자,초진시각,완진일자,완진시간,출동소요시간,화재진압시간,현장소방서거리,현장안전센터거리,현장소방지역대거리,시군구명,읍면동명,시설장소소분류명,화재유형명,발화지점,발화원인,발화요인대분류명,전체인력수합계,동원장비수,날씨,온도,습도,시간단위풍속,시간단위풍향,특보내용
30,1,0,속초소방서,설악119안전센터,,20190317,124000,20190317,124024,20190317,124107,20190317,124919,20190317,142500,20190317,33000,812,24041,9,7,0,속초시,도문동,사유림,임야,산아래,논/밭두렁,부주의,538,42,맑음,11,34,135,4,
31,0,0,영월소방서,중동119안전센터,,20190328,32200,20190328,32209,20190328,32419,20190328,33356,20190328,155327,20190328,35526,937,2130,21,7,0,영월군,중동면,국유림,임야,산중턱,담뱃불,부주의,85,15,맑음,15,23,270,4,
32,0,0,홍천소방서,양덕원119안전센터,서면119지역대,20190401,64100,20190401,64128,20190401,64215,20190401,65959,20190401,194252,20190401,74252,1744,4253,52,36,16,홍천군,서면,사유림,임야,산아래,논/밭두렁,부주의,83,11,맑음,7,36,270,4,
33,0,0,횡성소방서,횡성119안전센터,,20190403,22200,20190403,22210,20190403,22239,20190403,22940,20190403,151135,20190404,40048,701,13108,17,17,5,횡성군,갑천면,사유림,임야,평지,미상,부주의,146,16,맑음,12,24,225,8,
34,0,0,횡성소방서,횡성119안전센터,,20190404,11600,20190404,11630,20190404,11801,20190404,12933,20190404,135214,20190404,20002,1132,3029,6,6,12,횡성군,횡성읍,사유림,임야,산아래,기타,부주의,71,11,맑음,16,29,225,8,건조주의보
35,0,116829,인제소방서,인제119안전센터,남면119지역대,20190404,24500,20190404,24506,20190404,24532,20190404,25300,20190405,142231,20190405,120000,728,210700,6,6,9,인제군,남면,국유림,임야,산아래,미상,부주의,3559,4659,맑음,15,26,225,12,강풍주의보
36,0,0,원주소방서,문막119안전센터,부론119지역대,20190404,41200,20190404,41220,20190404,41354,20190404,42256,20190404,171043,20190404,52331,902,10035,32,11,4,원주시,부론면,사유림,임야,산아래,성묘객,부주의,120,13,맑음,18,24,315,4,
37,2,118520136,고성소방서,동광119안전센터,,20190404,71700,20190404,71738,20190404,71815,20190404,72811,20190405,184104,20190405,64104,956,231253,27,12,0,고성군,토성면,공유림,임야,평지,기타,전기적요인,16742,1028,맑음,16,18,270,17,강풍경보
38,2,74260991,강릉소방서,옥계119안전센터,,20190404,114600,20190404,114602,20190404,114719,20190404,115533,20190406,154717,20190406,34717,814,155144,32,5,0,강릉시,옥계면,사유림,임야,산중턱,건물,미상,6657,440,맑음,15,17,225,12,강풍경보
39,0,11000,영월소방서,중동119안전센터,김삿갓119지역대,20190407,103700,20190407,103724,20190407,103816,20190407,105203,20190407,114400,20190407,114400,1347,5157,31,31,15,영월군,김삿갓면,사유림,임야,산아래,쓰레기소각장,부주의,96,20,맑음,16,44,135,4,건조주의보
40,0,0,인제소방서,인제119안전센터,남면119지역대,20190408,24900,20190408,24942,20190408,25313,20190408,41000,20190408,162100,20190408,60000,1647,15000,20,20,17,인제군,남면,국유림,임야,산정상,미상,미상,157,34,맑음,11,11,90,4,
41,0,0,춘천소방서,양구119안전센터,,20190412,85600,20190412,85655,20190412,85903,20190412,91551,20190412,223131,20190412,104931,1648,13340,37,13,0,양구군,양구읍,사유림,임야,산아래,미상,부주의,267,15,구름조금,10,48,45,4,
42,0,0,고성소방서,거진119안전센터,,20190416,114400,20190416,114433,20190416,114538,20190416,120054,20190416,3202,20190416,10000,1516,5906,26,19,11,고성군,현내면,국유림,임야,산아래,미상,미상,269,24,맑음,22,23,225,4,
43,0,0,홍천소방서,양덕원119안전센터,서면119지역대,20190416,41400,20190416,41422,20190416,41511,20190416,42043,20190416,164350,20190416,50244,532,4201,36,23,3,홍천군,서면,사유림,임야,산아래,기타,부주의,73,9,구름조금,22,11,180,4,
44,0,2508,영월소방서,영월119안전센터,,20190417,15000,20190417,15047,20190417,15155,20190417,20918,20190418,143414,20190418,24146,1723,3228,12,12,0,영월군,영월읍,국유림,임야,산아래,기타,부주의,128,19,맑음,24,11,225,4,
45,0,0,춘천소방서,신북119안전센터,,20190420,122700,20190420,122722,20190420,122845,20190420,124731,20190420,132527,20190420,12527,1846,3756,20,17,0,춘천시,사북면,국유림,임야,산중턱,담뱃불,부주의,68,17,맑음,18,48,270,4,
46,0,0,춘천소방서,화천119안전센터,상서119지역대,20190422,35700,20190422,35703,20190422,35811,20190422,44534,20190422,170900,20190422,84000,4723,35426,46,18,0,화천군,화천읍,국유림,임야,산정상,미상,미상,119,13,맑음,27,50,180,4,
47,0,0,춘천소방서,강촌119안전센터,,20190502,22100,20190502,22111,20190502,22214,20190502,23820,20190502,152559,20190502,33359,1606,5539,19,4,0,춘천시,남산면,사유림,임야,산중턱,담뱃불,부주의,120,15,맑음,24,20,315,4,건조주의보
48,0,0,강릉소방서,포남119안전센터,,20190502,105700,20190502,105736,20190502,105820,20190502,110359,20190502,231028,20190502,111057,539,658,8,4,0,강릉시,입암동,사유림,임야,산정상,미상,미상,45,9,맑음,20,24,225,4,
49,0,0,춘천소방서,후평119안전센터,,20190503,24400,20190503,24418,20190503,24418,20190503,25249,20190503,151135,20190503,32035,831,2746,4,4,0,춘천시,석사동,사유림,임야,산아래,담뱃불,부주의,78,16,맑음,28,18,270,4,
50,0,0,춘천소방서,양구119안전센터,,20190503,105500,20190503,105524,20190503,105724,20190503,110636,20190503,231011,20190503,113311,912,2635,52,7,0,양구군,양구읍,국유림,임야,산아래,미상,미상,16,4,맑음,13,55,0,4,
51,0,0,고성소방서,간성119안전센터,,20190504,12100,20190504,12136,20190504,12321,20190504,14913,20190504,140903,20190504,53003,2552,34050,15,15,0,고성군,간성읍,국유림,임야,산정상,미상,미상,22,8,맑음,19,81,135,4,
52,0,0,춘천소방서,대룡119안전센터,,20190505,32000,20190505,32041,20190505,32200,20190505,32657,20190505,44516,20190505,44516,457,11819,7,6,0,춘천시,석사동,사유림,임야,산정상,담뱃불,부주의,78,17,구름조금,13,78,315,4,건조주의보
53,0,0,횡성소방서,둔내119안전센터,,20190505,113300,20190505,113300,20190505,113514,20190505,114730,20190505,140955,20190505,20955,1216,22225,34,8,0,횡성군,둔내면,공유림,임야,산아래,입산자실화,부주의,49,8,구름조금,21,50,0,4,건조주의보
54,0,0,인제소방서,인제119안전센터,남면119지역대,20190505,23000,20190505,23027,20190505,23154,20190505,24557,20190505,151322,20190506,20000,1403,231403,16,16,11,인제군,남면,국유림,임야,산아래,기타,부주의,457,57,맑음,27,17,225,4,
55,0,0,홍천소방서,홍천119안전센터,화촌119지역대,20190506,20800,20190506,20819,20190506,20955,20190506,22824,20190506,145800,20190506,42800,1829,15936,15,15,5,홍천군,화촌면,사유림,임야,산정상,담뱃불,부주의,70,14,맑음,20,10,45,4,풍랑주의보
56,0,6600,원주소방서,태장119안전센터,,20190506,54600,20190506,54640,20190506,54802,20190506,55953,20190506,182509,20190506,71443,1151,11450,9,8,9,원주시,소초면,사유림,임야,산아래,담뱃불,부주의,56,11,맑음,15,34,315,4,
57,0,0,홍천소방서,홍천119안전센터,화촌119지역대,20190506,73000,20190506,73023,20190506,73109,20190506,74325,20190506,210700,20190506,90700,1216,12335,15,15,5,홍천군,화촌면,사유림,임야,산정상,기타,기타,82,11,맑음,16,17,225,4,풍랑주의보
58,0,0,춘천소방서,후평119안전센터,,20190507,114700,20190507,114733,20190507,114827,20190507,122007,20190507,133002,20190507,21402,3140,15355,60,60,0,춘천시,동면,국유림,임야,산정상,담뱃불,부주의,76,14,맑음,20,21,135,4,건조주의보
59,0,0,홍천소방서,서석119안전센터,,20190507,33800,20190507,33825,20190507,33919,20190507,34621,20190507,160313,20190507,502412,702,13751,31,2,20,홍천군,서석면,사유림,임야,산아래,축사/비닐하우스,부주의,202,24,맑음,21,19,270,,
60,0,0,정선소방서,신동119안전센터,,20190509,100600,20190509,100632,20190509,100707,20190509,101545,20190509,102004,20190509,102824,838,1239,39,5,0,정선군,신동읍,사유림,임야,산아래,담뱃불,부주의,43,12,맑음,18,35,225,4,건조경보
61,0,0,홍천소방서,서석119안전센터,내촌119지역대,20190509,112600,20190509,112632,20190509,112632,20190509,114036,20190509,114232,20190509,114737,1404,701,21,28,7,홍천군,내촌면,사유림,임야,산아래,기타,부주의,32,8,맑음,20,31,180,4,
62,0,0,고성소방서,간성119안전센터,,20190510,93400,20190510,93419,20190510,93452,20190510,95201,20190510,104508,20190510,112308,1709,13107,11,13,0,고성군,죽왕면,국유림,임야,미상,미상,미상,329,13,맑음,25,29,135,4,
63,0,0,정선소방서,신동119안전센터,,20190511,23600,20190511,23654,20190511,23753,20190511,30417,20190511,151343,20190511,41725,2624,11308,36,12,0,정선군,신동읍,사유림,임야,산중턱,입산자실화,미상,102,68,맑음,23,21,225,4,건조경보
64,0,0,홍천소방서,양덕원119안전센터,서면119지역대,20190511,55000,20190511,55040,20190511,55106,20190511,55501,20190511,183742,20190511,72212,355,12711,37,22,2,홍천군,서면,사유림,임야,산아래,건물,부주의,120,14,구름조금,26,24,90,,
65,0,0,정선소방서,신동119안전센터,,20190512,115900,20190512,115919,20190512,120103,20190512,123250,20190512,4014,20190512,13014,3147,5724,34,13,0,정선군,신동읍,국유림,임야,산정상,담뱃불,부주의,162,139,맑음,24,28,225,4,건조주의보
66,0,0,평창소방서,대관령119안전센터,,20190516,35500,20190516,35559,20190516,35711,20190516,42131,20190516,171510,20190516,503500,2420,11329,56,7,0,평창군,대관령면,국유림,임야,산중턱,담뱃불,부주의,56,9,맑음,23,46,90,4,
67,0,330,강릉소방서,옥계119안전센터,,20190519,21700,20190519,21712,20190519,21712,20190519,22655,20190519,144947,20190519,250210,943,2515,13,11,0,강릉시,강동면,사유림,임야,산아래,담뱃불,부주의,46,12,맑음,22,63,315,8,
68,0,0,정선소방서,임계119안전센터,,20190523,123000,20190523,123020,20190523,123109,20190523,125126,20190523,132029,20190523,15029,2017,5903,34,15,0,정선군,임계면,사유림,임야,산정상,담뱃불,부주의,123,138,맑음,26,20,225,12,
69,0,0,영월소방서,영월119안전센터,,20190524,125900,20190524,125957,20190524,10038,20190524,10836,20190524,134119,20190524,24247,758,13411,6,6,0,영월군,영월읍,사유림,임야,산정상,담뱃불,부주의,50,9,맑음,31,28,270,4,
70,0,0,영월소방서,영월119안전센터,남면119지역대,20190529,20300,20190529,20303,20190529,20354,20190529,21948,20190529,151800,20190529,33808,1554,11820,8,8,6,영월군,남면,국유림,임야,산아래,군경사격장,부주의,234,18,맑음,25,21,270,4,
71,0,0,영월소방서,영월119안전센터,남면119지역대,20190531,71000,20190531,71000,20190531,71000,20190531,71514,20190531,74014,20190531,903014,514,21500,9,9,3,영월군,남면,공유림,임야,산중턱,군경사격장,부주의,42,2,맑음,16,63,0,4,
72,0,0,철원소방서,태봉119안전센터,,20190604,125500,20190604,125537,20190604,125808,20190604,11234,20190604,131234,20190604,11234,1426,0,10,10,0,철원군,갈말읍,공유림,임야,산아래,기타,부주의,31,7,맑음,28,44,270,4,
73,0,2307,정선소방서,조양119안전센터,화암119지역대,20190604,21400,20190604,21415,20190604,21510,20190604,21924,20190604,152609,20190604,42148,414,20224,19,19,1,정선군,화암면,사유림,임야,산중턱,담뱃불,미상,171,15,맑음,29,21,180,4,
74,0,0,철원소방서,태봉119안전센터,,20190625,24800,20190625,24851,20190625,24954,20190625,32706,20190625,172316,20190625,52316,3712,15610,16,16,0,철원군,갈말읍,공유림,임야,산중턱,기타,기타,62,5,맑음,30,54,0,4,
75,0,132,횡성소방서,둔내119안전센터,,20190707,40400,20190707,40410,20190707,40535,20190707,42734,20190707,171725,20190707,51725,2159,4951,28,15,7,횡성군,청일면,사유림,임야,산아래,미상,미상,67,9,맑음,27,41,135,,
76,1,0,원주소방서,신림119안전센터,,20190708,93800,20190708,93855,20190708,94029,20190708,95321,20190708,103617,20190708,105600,1252,10239,30,6,0,원주시,신림면,사유림,임야,미상,미상,부주의,73,8,맑음,21,0,180,4,
77,0,0,원주소방서,흥업119안전센터,귀래119지역대,20190709,14900,20190709,14953,20190709,15411,20190709,21503,20190709,144926,20190709,25500,2052,3957,28,0,11,원주시,귀래면,사유림,임야,산중턱,담뱃불,부주의,38,6,맑음,19,62,135,4,
78,0,1969,영월소방서,영월119안전센터,남면119지역대,20190709,63900,20190709,63907,20190709,64018,20190709,64618,20190709,185525,20190709,80725,600,12107,10,10,4,영월군,남면,사유림,임야,산아래,기타,부주의,84,12,맑음,23,52,90,4,
79,0,0,원주소방서,흥업119안전센터,귀래119지역대,20190709,111200,20190709,111205,20190709,111343,20190709,113107,20190710,121339,20190710,123615,1724,10508,28,23,8,원주시,귀래면,사유림,임야,산중턱,기타,기타,56,9,맑음,14,94,135,4,
80,0,0,횡성소방서,횡성119안전센터,,20190823,123100,20190823,123105,20190823,123143,20190823,123912,20190823,133518,20190823,15742,729,11830,33,33,6,횡성군,서원면,사유림,임야,산중턱,입산자실화,부주의,106,11,맑음,27,60,180,4,
81,0,0,고성소방서,간성119안전센터,,20191031,84700,20191031,84737,20191031,84813,20191031,85949,20191031,214414,20191031,100344,1136,10355,19,19,0,고성군,죽왕면,국유림,임야,산정상,군경사격장,부주의,342,18,맑음,19,46,270,,
82,0,0,화천소방서,화천119안전센터,,20191113,122200,20191113,122230,20191113,122612,20191113,125521,20191113,153005,20191113,40120,2909,30559,22,22,0,화천군,화천읍,국유림,임야,산중턱,기타,부주의,154,9,비,8,80,0,4,
83,0,0,양구소방서,양구119안전센터,,20191204,112900,20191204,112916,20191204,113027,20191204,114257,20191204,1048,20191204,121748,1230,3451,11,11,12,양구군,양구읍,사유림,임야,산아래,쓰레기소각장,부주의,73,10,맑음,6,24,315,4,
84,0,1100,삼척소방서,도계119안전센터,,20191205,100900,20191205,100940,20191205,101049,20191205,104054,20191205,113000,20191205,120633,3005,12539,33,7,15,삼척시,도계읍,사유림,임야,산중턱,담뱃불,부주의,133,34,맑음,-4,28,180,4,풍랑주의보
85,0,0,인제소방서,인제119안전센터,,20191211,42600,20191211,42642,20191211,42827,20191211,43636,20191211,193703,20191211,73703,809,30027,6,6,0,인제군,인제읍,사유림,임야,산중턱,군경사격장,부주의,411,13,맑음,7,45,225,4,
86,0,0,정선소방서,조양119안전센터,북평119지역대,20191211,71800,20191211,71825,20191211,72002,20191211,73652,20191212,103957,20191212,103957,1650,150305,19,19,12,정선군,북평면,국유림,임야,산중턱,미상,미상,214,30,맑음,5,45,225,,강풍주의보
87,0,0,홍천소방서,홍천119안전센터,,20191220,115600,20191220,115620,20191220,115620,20191220,120340,20191220,1634,20191220,123134,720,2754,8,8,0,홍천군,홍천읍,국유림,임야,산중턱,쓰레기소각장,부주의,26,5,맑음,1,32,315,4,풍랑주의보
88,0,1100,고성소방서,동광119안전센터,,20191231,121800,20191231,121850,20191231,121922,20191231,123356,20191231,24100,20191231,43500,1434,40104,26,10,0,고성군,토성면,사유림,임야,평지,미상,전기적요인,727,48,맑음,-9,36,270,,
89,0,0,강릉소방서,경포119안전센터,,20191231,25600,20191231,25627,20191231,25708,20191231,30757,20191231,35307,20191231,45600,1049,14803,6,8,0,강릉시,죽헌동,사유림,임야,산아래,담뱃불,부주의,128,22,맑음,-3,36,225,,강풍주의보
1,1,990,강릉소방서,유천119안전센터,,20200101,125600,20200101,125616,20200101,125644,20200101,10342,20200101,131943,20200101,103343,658,3001,4,4,0,강릉시,성산면,사유림,임야,산아래,쓰레기소각장,부주의,67,19,맑음,6,34,225,,건조주의보
2,0,0,춘천소방서,신북119안전센터,,20200103,122200,20200103,122230,20200103,122307,20200103,123748,20200103,142000,20200103,30500,1441,22712,16,15,0,춘천시,서면,국유림,임야,산아래,미상,미상,77,0,맑음,1,51,180,4,
3,1,0,춘천소방서,신북119안전센터,,20200104,15400,20200104,15416,20200104,15503,20200104,21413,20200104,172530,20200104,52530,1910,31117,0,0,0,춘천시,신북읍,사유림,임야,산중턱,미상,미상,0,0,맑음,5,41,225,4,풍랑주의보
4,0,0,정선소방서,신동119안전센터,,20200104,24900,20200104,24933,20200104,25033,20200104,31319,20200104,152040,20200104,34040,2246,2721,40,14,0,정선군,신동읍,사유림,임야,산아래,기타,부주의,77,12,맑음,5,43,225,4,풍랑주의보
5,0,0,양양소방서,양양119안전센터,,20200115,14600,20200115,14628,20200115,14709,20200115,15128,20200115,140719,20200115,21019,419,1851,2,2,0,양양군,양양읍,국유림,임야,산아래,기타,기계적요인,155,25,맑음,5,23,315,8,
6,0,0,강릉소방서,포남119안전센터,,20200122,75700,20200122,75726,20200122,75915,20200122,80226,20200122,201658,20200122,81758,311,1532,7,4,0,강릉시,학동,사유림,임야,산아래,쓰레기소각장,부주의,46,13,맑음,6,48,225,8,
7,0,99,횡성소방서,둔내119안전센터,,20200123,125200,20200123,125206,20200123,125332,20200123,125624,20200123,133843,20200123,13942,252,4318,22,7,0,횡성군,우천면,사유림,임야,산아래,담뱃불,부주의,100,10,맑음,9,40,180,4,
8,0,0,화천소방서,화천119안전센터,,20200129,122100,20200129,122126,20200129,122329,20200129,124412,20200129,155000,20200129,43000,2043,34548,14,14,0,화천군,하남면,공유림,임야,산중턱,군경사격장,부주의,22,10,맑음,8,53,315,4,
9,0,0,홍천소방서,서석119안전센터,,20200131,121800,20200131,121807,20200131,15414,20200131,22833,20200131,143010,20200131,34110,3419,11237,36,2,0,홍천군,서석면,공유림,임야,산중턱,미상,미상,79,7,맑음,8,41,225,4,
10,1,0,춘천소방서,강촌119안전센터,,20200208,70500,20200208,70500,20200208,70726,20200208,73145,20200208,75400,20200208,81000,2419,3815,33,29,0,춘천시,남산면,사유림,임야,산아래,쓰레기소각장,부주의,72,8,맑음,-4,72,315,4,풍랑주의보
11,0,4194,원주소방서,신림119안전센터,,20200209,64100,20200209,64132,20200209,64426,20200209,65844,20200209,222842,20200209,102842,1418,32958,30,13,0,원주시,신림면,사유림,임야,산중턱,담뱃불,부주의,108,12,맑음,-1,43,270,4,
12,2,408,춘천소방서,강촌119안전센터,,20200224,125600,20200224,125618,20200224,125702,20200224,10306,20200224,171314,20200224,51314,604,41008,28,22,0,춘천시,남산면,사유림,임야,평지,논/밭두렁,부주의,108,10,맑음,10,45,135,4,
13,0,0,홍천소방서,홍천119안전센터,화촌119지역대,20200308,15000,20200308,15000,20200308,15152,20200308,22116,20200308,152841,20200308,44358,2924,22242,25,25,15,홍천군,화촌면,국유림,임야,산정상,미상,미상,113,14,맑음,16,21,225,4,
14,0,0,화천소방서,화천119안전센터,,20200308,21400,20200308,21451,20200308,21539,20200308,22539,20200308,181247,20200308,61247,1000,34708,9,9,0,화천군,하남면,사유림,임야,평지,쓰레기소각장,부주의,67,9,맑음,18,20,270,4,
15,0,0,홍천소방서,양덕원119안전센터,서면119지역대,20200315,22900,20200315,22906,20200315,22937,20200315,205455,20200315,155111,20200315,35404,2518,5909,49,29,13,홍천군,서면,사유림,임야,산아래,기타,부주의,86,18,맑음,9,19,45,,풍랑주의보
16,0,0,강릉소방서,경포119안전센터,,20200315,25300,20200315,25329,20200315,25437,20200315,30422,20200315,151526,20200315,31556,945,1134,6,7,0,강릉시,죽헌동,사유림,임야,산중턱,담뱃불,부주의,96,15,구름조금,6,48,45,4,
17,0,0,원주소방서,흥업119안전센터,,20200319,70300,20200319,70318,20200319,71108,20200319,72357,20200319,83901,20200319,83901,1249,11504,18,10,0,원주시,흥업면,사유림,임야,산아래,기타,부주의,58,17,맑음,14,44,225,,강풍주의보
18,0,0,원주소방서,문막119안전센터,,20200319,123800,20200319,123811,20200319,123942,20200319,125623,20200319,141510,20200319,31613,1641,21950,28,26,13,원주시,지정면,사유림,임야,산중턱,기타,전기적요인,174,24,구름많음,11,46,315,,강풍경보
19,0,660,횡성소방서,횡성119안전센터,갑천119지역대,20200321,33600,20200321,33611,20200321,33718,20200321,34416,20200321,154734,20200321,40352,658,1936,17,17,4,횡성군,갑천면,사유림,임야,산아래,담뱃불,부주의,76,12,맑음,18,32,225,8,
20,0,0,화천소방서,화천119안전센터,,20200324,11900,20200324,11936,20200324,12127,20200324,14013,20200324,160400,20200324,50700,1846,32647,14,14,0,화천군,하남면,공유림,임야,산중턱,군경사격장,화학적요인,85,12,맑음,18,16,0,4,
21,0,2574,영월소방서,중동119안전센터,,20200325,40100,20200325,40150,20200325,40301,20200325,41814,20200325,174025,20200325,60820,1513,15006,38,13,12,영월군,상동읍,국유림,임야,산아래,쓰레기소각장,부주의,150,17,맑음,18,27,270,4,
22,0,5522,양양소방서,하조대119안전센터,,20200326,110300,20200326,110320,20200326,110919,20200326,114024,20200326,110,20200326,120110,3105,2046,24,24,7,양양군,현남면,사유림,임야,산중턱,쓰레기소각장,부주의,197,18,맑음,16,54,135,4,
23,0,4125,철원소방서,태봉119안전센터,,20200326,122700,20200326,122712,20200326,122813,20200326,123140,20200326,160230,20200326,64430,327,61250,2,2,11,철원군,갈말읍,사유림,임야,산아래,미상,미상,383,41,맑음,19,33,135,4,건조주의보
24,0,0,철원소방서,동송119안전센터,,20200331,125500,20200331,125525,20200331,125659,20200331,10233,20200331,140000,20200331,24000,534,13727,15,6,0,철원군,동송읍,사유림,임야,산아래,미상,미상,185,33,맑음,17,17,135,4,
25,0,0,평창소방서,평창119안전센터,미탄119지역대,20200401,114400,20200401,114446,20200401,114529,20200401,115203,20200401,1715,20200401,123833,634,4630,16,16,3,평창군,미탄면,국유림,임야,산아래,성묘객,부주의,84,10,맑음,15,24,0,4,
26,0,0,홍천소방서,홍천119안전센터,,20200403,24400,20200403,24448,20200403,24618,20200403,25413,20200403,154500,20200403,34500,755,5047,32,32,8,홍천군,두촌면,사유림,임야,산아래,미상,미상,110,16,맑음,18,43,225,4,
27,0,9634,삼척소방서,근덕119안전센터,,20200404,32600,20200404,32656,20200404,32744,20200404,34022,20200404,61046,20200404,90000,1238,51938,17,9,0,삼척시,근덕면,사유림,임야,산아래,미상,전기적요인,313,51,맑음,13,35,270,,강풍주의보
28,0,0,횡성소방서,우천119안전센터,,20200404,55000,20200404,55022,20200404,55122,20200404,60302,20200404,72738,20200404,72738,1140,12436,12,6,0,횡성군,우천면,사유림,임야,산아래,논/밭두렁,부주의,46,12,맑음,2,81,45,4,풍랑주의보
29,0,0,춘천소방서,신북119안전센터,,20200404,44900,20200404,44924,20200404,44946,20200404,50829,20200404,182653,20200404,95101,1843,44232,20,18,0,춘천시,사북면,사유림,임야,산아래,미상,부주의,133,20,맑음,15,14,315,4,
30,0,4400,영월소방서,주천119안전센터,,20200408,123900,20200408,123914,20200408,123956,20200408,125444,20200408,135650,20200408,44050,1448,34606,31,5,0,영월군,주천면,사유림,임야,산아래,논/밭두렁,부주의,146,35,맑음,14,11,270,8,
31,0,0,원주소방서,태장119안전센터,소초119지역대,20200408,13400,20200408,13440,20200408,13506,20200408,14538,20200408,144025,20200408,31152,1032,12614,8,9,9,원주시,소초면,사유림,임야,산아래,기타,부주의,96,19,맑음,10,23,315,4,건조경보
32,0,56,영월소방서,영월119안전센터,,20200409,24100,20200409,24135,20200409,24312,20200409,25727,20200409,151458,20200409,32238,1415,2511,12,12,0,영월군,영월읍,사유림,임야,산중턱,기타,전기적요인,72,12,맑음,15,20,270,,
33,0,0,영월소방서,영월119안전센터,,20200410,44000,20200410,44055,20200410,44300,20200410,45805,20200410,52406,20200410,54413,1505,4608,12,12,0,영월군,영월읍,사유림,임야,산중턱,기타,기타,52,9,맑음,4,75,270,4,
34,0,710,원주소방서,신림119안전센터,,20200410,114700,20200410,114754,20200410,114859,20200410,115911,20200410,133235,20200410,20838,1012,20927,23,6,0,원주시,신림면,사유림,임야,산아래,쓰레기소각장,부주의,124,23,맑음,11,38,90,4,
35,0,0,평창소방서,진부119안전센터,,20200410,115600,20200410,115638,20200410,115708,20200410,120931,20200410,130057,20200410,13653,1223,12722,46,7,0,평창군,진부면,사유림,임야,산아래,기타,부주의,128,23,맑음,7,30,45,4,
36,0,0,횡성소방서,우천119안전센터,,20200411,23400,20200411,23428,20200411,23539,20200411,24201,20200411,150735,20200411,32801,622,4600,15,3,0,횡성군,우천면,사유림,임야,산정상,담뱃불,부주의,51,8,맑음,15,32,270,4,
37,0,0,화천소방서,사내119안전센터,,20200413,71500,20200413,71505,20200413,71530,20200413,72220,20200413,200300,20200413,82800,650,10540,33,5,0,화천군,사내면,사유림,임야,산아래,쓰레기소각장,부주의,329,7,맑음,7,32,135,4,
38,0,0,철원소방서,김화119안전센터,,20200414,40000,20200414,40047,20200414,40509,20200414,42557,20200414,85000,20200415,120000,2048,193403,14,15,5,철원군,서면,국유림,임야,산아래,미상,미상,395,27,맑음,21,0,180,4,
39,0,0,원주소방서,문막119안전센터,부론119지역대,20200415,84800,20200415,84826,20200415,84929,20200415,85523,20200415,91237,20200415,95011,554,5448,35,12,3,원주시,부론면,사유림,임야,산중턱,기타,부주의,88,12,맑음,7,55,45,4,
40,0,0,평창소방서,대화119안전센터,,20200415,25000,20200415,25015,20200415,25117,20200415,31125,20200415,161156,20200415,43056,2008,11931,19,15,0,평창군,대화면,사유림,임야,산아래,미상,미상,206,17,맑음,18,39,90,4,
41,0,20240,철원소방서,태봉119안전센터,,20200416,13800,20200416,13800,20200416,13900,20200416,20358,20200416,41732,20200416,33032,2458,12634,18,18,0,철원군,갈말읍,국유림,임야,미상,미상,미상,192,36,맑음,12,64,225,4,
42,0,213,강릉소방서,내곡119안전센터,,20200422,14800,20200422,14833,20200422,14906,20200422,20640,20200422,142141,20200422,25208,1734,4528,16,15,0,강릉시,성산면,사유림,임야,산아래,기타,화학적요인,196,14,맑음,7,37,225,12,
43,0,0,인제소방서,인제119안전센터,,20200422,22100,20200422,22156,20200422,22237,20200422,23538,20200422,163950,20200422,43950,1301,20412,18,14,0,인제군,인제읍,국유림,임야,산아래,기타,부주의,137,15,흐림,6,37,225,8,
44,0,7700,철원소방서,태봉119안전센터,,20200424,112500,20200424,112545,20200424,112753,20200424,120852,20200424,142635,20200424,34035,4059,33143,5,5,0,철원군,갈말읍,사유림,임야,산중턱,미상,미상,112,14,맑음,13,41,135,4,건조주의보
45,0,0,춘천소방서,강촌119안전센터,,20200424,10700,20200424,10712,20200424,10852,20200424,14901,20200424,173832,20200424,53832,4009,34931,39,21,0,춘천시,남면,사유림,임야,산아래,기타,미상,0,0,맑음,15,26,315,4,
46,0,0,춘천소방서,후평119안전센터,,20200426,12600,20200426,12607,20200426,12702,20200426,13847,20200426,155901,20200426,305901,1145,22014,7,7,0,춘천시,동면,사유림,임야,산정상,미상,미상,69,13,맑음,18,24,315,4,
47,0,0,횡성소방서,공근119안전센터,,20200427,112800,20200427,112818,20200427,112910,20200427,113827,20200427,3005,20200427,124008,917,10141,9,5,0,횡성군,공근면,사유림,임야,산정상,입산자실화,부주의,64,11,비,14,49,180,4,
48,0,0,원주소방서,문막119안전센터,부론119지역대,20200429,45600,20200429,45600,20200429,45600,20200429,51446,20200429,172152,20200429,530954,1846,2508,33,27,13,원주시,부론면,사유림,임야,산아래,담뱃불,부주의,32,7,맑음,21,29,225,,
49,0,0,홍천소방서,서석119안전센터,,20200430,22700,20200430,22738,20200430,22854,20200430,24557,20200430,170000,20200430,500000,1703,21403,25,9,0,홍천군,서석면,국유림,임야,산정상,미상,미상,133,15,맑음,23,33,225,4,건조주의보
50,0,247,원주소방서,문막119안전센터,지정119지역대,20200430,60500,20200430,60552,20200430,61430,20200430,64019,20200430,191918,20200430,703010,2549,4951,32,17,14,원주시,지정면,사유림,임야,산정상,담뱃불,부주의,57,15,맑음,24,43,270,8,
